16387,3360,4.5
16387,1921,3.0
16387,39,4.0
16387,2599,4.0
16387,1961,4.0
16387,34153,4.0
16387,11,3.0
16387,32587,3.5
16387,1517,4.0
16387,529,3.5
16387,19,3.5
16387,2580,4.0
16387,2677,4.0
16387,1208,4.0
16387,3160,1.5
16387,35836,4.5
120834,256,3.0
120834,640,1.0
120834,3,3.0
120834,259,3.0
120834,648,4.0
120834,10,4.0
120834,266,3.0
120834,780,5.0
120834,141,4.0
120834,276,1.0
120834,21,4.0
120834,533,2.0
120834,22,3.0
120834,150,5.0
120834,151,5.0
120834,535,4.0
120834,280,5.0
120834,281,4.0
120834,410,2.0
120834,539,4.0
120834,156,3.0
120834,32,3.0
120834,160,2.0
120834,292,3.0
120834,548,2.0
120834,293,3.0
120834,1061,4.0
120834,39,3.0
120834,551,3.0
120834,296,5.0
120834,553,3.0
120834,426,2.0
120834,427,1.0
120834,44,2.0
120834,428,5.0
120834,45,4.0
120834,47,1.0
120834,434,2.0
120834,307,4.0
120834,180,5.0
120834,185,3.0
120834,315,1.0
120834,316,3.0
120834,317,2.0
120834,195,2.0
120834,196,3.0
120834,708,3.0
120834,836,3.0
120834,329,3.0
120834,330,5.0
120834,332,2.0
120834,588,3.0
120834,1356,4.0
120834,589,4.0
120834,590,4.0
120834,207,5.0
120834,208,1.0
120834,597,5.0
120834,342,5.0
120834,475,4.0
120834,93,2.0
120834,222,5.0
120834,610,3.0
120834,357,5.0
120834,231,3.0
120834,361,3.0
120834,235,3.0
120834,491,5.0
120834,364,4.0
120834,748,4.0
120834,110,5.0
120834,366,5.0
120834,111,5.0
120834,370,3.0
120834,376,4.0
120834,505,2.0
120834,253,3.0
16388,256,2.0
16388,640,1.0
16388,514,3.0
16388,132,1.0
16388,648,3.0
16388,10,3.0
16388,527,3.0
16388,272,3.0
16388,17,4.0
16388,529,3.0
16388,19,3.0
16388,150,3.0
16388,278,3.0
16388,535,4.0
16388,25,3.0
16388,153,3.0
16388,410,2.0
16388,539,3.0
16388,416,1.0
16388,292,2.0
16388,293,1.0
16388,39,3.0
16388,551,2.0
16388,296,3.0
16388,553,3.0
16388,427,1.0
16388,44,1.0
16388,45,3.0
16388,47,3.0
16388,431,3.0
16388,307,5.0
16388,319,3.0
16388,64,1.0
16388,196,3.0
16388,330,3.0
16388,588,4.0
16388,589,4.0
16388,590,3.0
16388,207,3.0
16388,593,4.0
16388,595,3.0
16388,597,1.0
16388,344,3.0
16388,475,3.0
16388,477,2.0
16388,356,1.0
16388,229,3.0
16388,357,4.0
16388,231,4.0
16388,233,3.0
16388,361,3.0
16388,235,3.0
16388,364,5.0
16388,110,3.0
16388,111,5.0
16388,508,3.0
16388,253,3.0
75783,480,4.0
75783,292,4.0
75783,356,4.0
75783,231,1.0
75783,296,4.0
75783,329,3.0
75783,457,4.0
75783,300,1.0
75783,589,5.0
75783,110,5.0
75783,590,4.0
75783,208,3.0
75783,434,4.0
75783,150,4.0
75783,344,1.0
75783,153,4.0
75783,185,3.0
75783,410,3.0
75783,316,3.0
75783,253,3.0
75783,349,4.0
40967,1,5.0
40967,3,3.0
40967,11,3.0
40967,527,5.0
40967,17,3.5
40967,529,3.0
40967,1041,4.0
40967,21,4.0
40967,535,4.0
40967,25,4.0
40967,538,5.0
40967,2076,5.0
40967,4638,2.0
40967,32,5.0
40967,3104,2.0
40967,3105,3.0
40967,3617,4.0
40967,4641,5.0
40967,34,5.0
40967,4642,3.0
40967,3108,2.0
40967,2598,2.0
40967,39,3.0
40967,45,4.0
40967,5171,2.0
40967,1589,5.0
40967,1078,4.0
40967,1079,5.0
40967,1080,2.0
40967,2617,2.0
40967,1603,3.0
40967,1094,2.0
40967,1095,5.0
40967,1097,4.0
40967,30793,3.0
40967,588,4.0
40967,590,5.0
40967,593,4.0
40967,3671,5.0
40967,1625,4.5
40967,2145,4.0
40967,3683,2.0
40967,101,4.0
40967,1127,5.0
40967,1639,4.0
40967,1641,4.0
40967,110,4.0
40967,1136,5.0
40967,3698,3.0
40967,3702,4.0
40967,3706,3.5
40967,1663,3.0
40967,2688,1.0
40967,4225,3.0
40967,3717,3.0
40967,648,3.0
40967,6281,2.5
40967,1676,4.0
40967,2700,3.0
40967,141,4.0
40967,2707,4.0
40967,150,4.5
40967,4246,4.0
40967,1175,2.0
40967,1179,4.0
40967,2716,4.0
40967,1183,3.0
40967,1699,3.0
40967,3751,5.0
40967,3752,2.0
40967,4776,4.0
40967,1193,4.0
40967,5291,5.0
40967,1198,5.0
40967,2736,4.0
40967,1207,3.0
40967,185,3.0
40967,1210,2.0
40967,2750,4.0
40967,708,2.0
40967,1223,5.0
40967,2759,4.0
40967,2248,5.0
40967,4816,4.0
40967,2770,3.0
40967,1235,5.0
40967,1747,5.0
40967,1236,4.0
40967,4308,5.0
40967,1247,5.0
